Qual è la definizione tecnica di computer?,"Un dispositivo elettronico capace di ricevere, elaborare, conservare e restituire informazioni seguendo istruzioni software."
"Quale tipologia di computer è fissa, potente ed espandibile?",Il Desktop.
Caratteristica principale del computer Laptop:,È un dispositivo portatile con tutti i componenti integrati in un unico corpo.
Qual è il principale vantaggio di uno smartphone rispetto a un desktop?,"La mobilità estrema (sempre a portata di mano), a scapito della potenza e della complessità dei compiti svolgibili."
Quale dispositivo è considerato il primo computer portatile di successo commerciale?,"L'Osborne 1, lanciato nell'aprile del 1981."
Perché l'Osborne 1 veniva soprannominato 'luggable' (trascinabile)?,"A causa del suo peso elevato, circa 11 chilogrammi."
Metafora abitativa: quale tipo di computer è paragonato a una casa?,Il Desktop.
Metafora abitativa: quale tipo di computer è paragonato a uno zaino leggero?,Il Tablet.
Come vengono definiti i dispositivi che permettono di inserire dati e comandi nel computer?,Periferiche di input.
Lo standard American Standard Code for Information Interchange è meglio conosciuto come _____.,ASCII
"Nello standard ASCII, a quale numero corrisponde la lettera 'C'?",Al numero 67.
"Nello standard ASCII, a quale numero corrisponde la lettera 'I'?",Al numero 73.
"Nello standard ASCII, a quale numero corrisponde la lettera 'A'?",Al numero 65.
"Nello standard ASCII, a quale numero corrisponde la lettera 'O'?",Al numero 79.
Termine: Bit,Definizione: L'unità minima di informazione (cifra binaria) che può assumere solo i valori 0 o 1.
Quanti bit sono necessari per formare un gruppo capace di rappresentare una singola lettera?,Otto bit.
Qual è la sequenza binaria che rappresenta la lettera 'C'?,01000011
In quale storica dimostrazione del 1968 fu presentato per la prima volta il mouse?,The Mother of All Demos (di Douglas Engelbart).
"Prima del mouse, qual era il metodo principale per interagire con i computer?",L'uso di schede perforate.
In quale anno e con quale computer il mouse divenne un prodotto commerciale di massa?,Nel 1984 con l'Apple Macintosh.
Come vengono definiti i dispositivi attraverso cui il computer restituisce le informazioni elaborate?,Periferiche di output.
Qual è la differenza fondamentale tra input e output?,"L'input è ciò che l'utente dà al computer, l'output è ciò che il computer restituisce all'utente."
Quale dispositivo funge contemporaneamente da periferica di input e di output?,Il touchscreen.
Chi inventò la stampante laser lavorando ai laboratori Xerox?,Gary Starkweather.
Qual era il nome del primo prototipo funzionante di stampante laser?,SLOT (Scanning Laser Output Terminal).
Qual è stata la prima stampante laser disponibile sul mercato nel 1977?,Xerox 9700
Metafora postale: a cosa corrisponde la ricevuta consegnata allo sportello?,All'output del computer.
Quali sono tre esempi comuni di periferiche di output?,"Schermo, casse audio e stampante."
Quale componente hardware permette al computer di visualizzare immagini e testo?,Lo schermo (monitor).
"In informatica, come si chiama il processo di trasformazione di un numero in una sequenza di 0 e 1?",Codifica binaria.
Cosa indica l'elemento 'Information' nel trittico dell'ICT?,I dati grezzi che vengono creati e gestiti.
Quale componente hardware è indispensabile per inserire testo in un desktop?,La tastiera.
Cosa significa che l'ICT non è uno strumento 'neutro'?,Significa che il suo impatto positivo o negativo dipende esclusivamente dal modo in cui viene utilizzato.
Quale vantaggio pratico offre un laptop rispetto a un desktop per un professionista?,La possibilità di lavorare in mobilità fuori dall'ufficio.
"Nel caso Therac-25, gli incidenti furono causati da un guasto fisico dei componenti?","No, l'hardware funzionava correttamente; il problema era un errore nel software di controllo."
Quale dispositivo di input viene utilizzato per digitalizzare documenti cartacei?,Lo scanner.
Perché un computer desktop è generalmente più economico di un laptop a parità di potenza?,Perché non deve affrontare le sfide di miniaturizzazione e integrazione della batteria dei portatili.
Qual è la funzione delle casse audio in un sistema informatico?,Restituire informazioni sotto forma di segnali sonori (output).
"Secondo la metafora stradale, cosa accadrebbe se mancasse il software?","Si produrrebbe solo caos e ingorghi, poiché mancherebbero le regole di movimento."
In che modo l'Osborne 1 rispondeva a un bisogno reale del mercato nel 1981?,Permetteva di utilizzare programmi di videoscrittura e calcolo anche fuori dall'ufficio.
"Quale termine definisce l'insieme delle tecnologie per creare, gestire, conservare e trasmettere informazioni?",ICT.
Che cosa permetteva il sistema UPC ai negozi secondo il testo?,"Velocizzare le casse, ridurre errori di prezzo e controllare il magazzino in tempo reale."
"Se un utente vuole stabilità e uno schermo grande per la contabilità, quale computer è consigliato?",Il Desktop.
Quale fu il principale ostacolo allo sviluppo della stampante laser alla Xerox?,La resistenza interna dei superiori che non consideravano l'idea seria.
Il bit viene paragonato a quale oggetto della vita quotidiana per spiegarne la natura binaria?,A un interruttore della luce (acceso/spento).
Qual è il ruolo del microfono come periferica?,Inviare segnali sonori (input) al computer.
Quale componente del computer decide il comportamento e la logica del dispositivo?,Il software.
"Nel caso del supermercato, l'invio del dato dalla cassa al sistema centrale rappresenta quale elemento dell'ICT?",Communication.
Cosa succede tecnicamente quando premiamo un tasto sulla tastiera?,Viene inviato un segnale tradotto in codice numerico (ASCII) e poi in sequenza binaria (bit).
Perché lo smartphone è definito il dispositivo mobile per eccellenza?,Perché è sempre a portata di mano e integra funzioni di comunicazione e calcolo in dimensioni ridotte.
Qual è l'obiettivo pedagogico dello studio del caso Therac-25 per un ingegnere?,Comprendere che errori software possono avere conseguenze fisiche catastrofiche anche con hardware intatto.
"In informatica, '01000011' è un esempio di _____.",Sequenza binaria (o byte).
Quale innovazione presentò Douglas Engelbart oltre al mouse nella sua demo del 1968?,L'interfaccia a finestre e i collegamenti ipertestuali.
Cosa si ottiene combinando otto bit?,Un gruppo capace di rappresentare un carattere o una lettera.
Qual è la funzione della stampante come periferica di output?,Trasferire l'informazione digitale dal computer su un supporto fisico cartaceo.
Perché un tablet è utile per fare l'inventario in un magazzino?,Per la sua leggerezza e facilità di trasporto tra gli scaffali rispetto a un computer fisso o portatile pesante.
"In termini di bit, cosa rappresenta la posizione 'spento' di un interruttore?",Il valore 0.
Quale termine descrive l'insieme dei componenti interni come i circuiti e i metalli?,Hardware.
Quale fu la prima azienda a commercializzare la stampante laser?,Xerox.
Quale azione dell'utente trasforma il codice binario in un comando operativo?,L'input tramite una periferica (come premere 'Invio').
Quale tra le quattro categorie di computer privilegia la potenza e l'archiviazione a scapito della mobilità?,Il Desktop.
Perché il touchscreen è un caso particolare di periferica?,Perché agisce sia come input (ricezione tocchi) sia come output (visualizzazione immagini).
